Title ID	Timestamp
socialsubjective	20230604004204
expectationsofholiness	20251117224937
writtencultureallowgroupstoexpand	20251019203804
individualsadaptviaautonomy	20250918013320
wtfwhatsthefutureandwhyitsuptous	20251107183144
polycentricgovernancecdp	20230530190606
sevenrulesoftrustablueprintforbuildingthingsthatlast	20251105171020
zeidersed	20251022233155
backtomethuselah	20250918004139
bibliography	20250915162453
groupsadaptviaculturalchange	20250917235952
betweengroupselectionbecametheprimaryevolutionaryforce	20251009171701
sociallearningandteachingss	20251009233507
adamsjohn	20251015000827
youhavetocreatemorethanyouconsume	20251023231433
largerfreerandmoreloving	20251023212311
weadaptviageneticevolution	20250917235243
baldwinjames	20251023212122
aikinscottfandtalisserobertb	20251025004636
allchildrenofourearth	20251105171018
wearethemostadaptivespecies	20250917233039
welikeplayexplorationandinnovation	20250922145318
quotationfromwtfwhatsthefutureandwhyitsuptous	20251107221211
bezosjeff	20251023231141
familyisthefoundationalsocialgroup	20251012183432
searchingforstarsonanislandinmaine	20251016183113
allinghammargery	20251105171018
wemakethingsforoneanother	20251023225943
weareinedenstill	20251022175023
blakewilliam	20251023200237
bigsurandtheorangesofhieronymusbosch	20251107233153
lewiscs	20251106222408
excitementfromart	20251107233153
returntothesetruths	20251007210243
consistencyistheplaygroundofdullminds	20250919220424
ethicalvaluesarederivedfromhumanneedandinterestastestedbyexperience	20251018002546
mildhierarchyss	20251009233419
weappreciatenovelty	20250922145155
wilsondavidsloan	20250918011906
lightmanalan	20251016182938
gopnikadam	20251107233153
groupsdefinerolesfortheirmembers	20250917215726
7habitsofhighlyeffectivepeoplebook	20251014212730
westrivetobalancecompetingconcerns	20251008175129
jobssteve	20250918014022
index	20250918201339
introduction	20250915162531
briefhistoryofeverything	20251015214630
masterydrive	20230607235758
wetrytobalancecompetingconcerns	20251008175129
individualidentityprovidesafoundation	20251011000110
humansareanintegralpartofnature	20251018002340
fairandinclusivedecisionmakingcdp	20230530185920
2005commencementaddressatkenyoncollege	20250922193535
mythofsimpletruths	20251025004929
beastoragod	20250923183851
eachmanisquestionedbylife	20251023000712
petercamenzind	20251008222456
loveisadistinctivehumanexperience	20251011000916
culturalcomplexitybegantoexpandexponentially	20251019174402
enemiesofartandartist	20251107233153
lectureondiscoveriesandinventions	20251007172515
ancestorinstinct	20251019175004
lincolnabraham	20251007172319
socialnetworksformlargergroups	20251012213956
daretoleadinterviewwithbarackobama	20251024224826
masteryofinnerandouterworlds	20251016182519
meaningfullife	20251022235715
willitbebeneficialtoallconcerned	20251014185505
shadowsofforgottenancestorsasearchforwhoweare	20250915163451
unbelievableheroes	20251009202544
monitoringofgroupnormscdp	20230530190041
fourwaytest	20251014185245
hessehermann	20251008222332
competencesdt	20230608000425
focusedattention	20251120184826
wegenerallytrustfellowgroupmembers	20251022185727
navleft	20251030222404
oreillytim	20251107183144
epigraph	20251020204901
magicallevelofdevelopment	20230628195037
physicsandbeyondencountersandconversations	20251023212708
investinginotherpeopleschildren	20251107183144
fashioninshrouds	20251105171018
kungfumonkeyephemera20097	20251009202502
modernlevelofdevelopment	20230628200216
stakeholdercapitalism	20251105171018
motivationalfactorsforcomplexwork	20230607235247
coredesignprinciplesfortheefficacyofgroups	20230530183455
heroinstinct	20251019174851
workingtobenefitsocietymaximizesindividualhappiness	20251018002813
putnamrobert	20251107220836
shallowattentionalertsustodanger	20250922202128
inthelastanalysis	20251019223304
integrallevelofdevelopment	20230628200924
sayersdorothyl	20251023232615
christiandavid	20251014220116
wejugglegroupsandstructures	20251028231529
relatednesssdt	20230608000502
wearepartofnature	20250914211114
structureandnavigation	20251030231620
lettersfromaregionofmymind	20251023212243
selfdeterminationtheory	20230608000204
demonhauntedworldscienceasacandleinthedark	20251006220317
expertsformpeergroups	20251019224436
tractatustheologicopoliticus	20251007211943
seekfirsttounderstandthentobeunderstood	20251014213251
onlytwosourcesofrealwealth	20251023233114
wonderlandhowplaymadethemodernworld	20250922170701
seventhgenerationprinciple	20251015000228
meaningfulactivities	20251116195433
indexoftopics	20250918201339
jungcarl	20251016181501
donations	20250923183318
littlefireseverywhere	20251025184412
howardsend	20251022234737
localautonomycdp	20230530190418
thisdazedanddramaticignorance	20251023211302
conflictofinterestsandbeliefswasinescapable	20251102185911
individualidentityss	20251009211815
finklarry	20251006214423
huizingajohan	20250922163741
wehavepowerfulimaginations	20250918001655
weliveincooperativegroups	20250916173418
search	20250921175859
lettertoabigailadams	20251015000924
traditionallevelofdevelopment	20230628200030
tribalinstincts	20251019174629
putfirstthingsfirst	20251014213219
prejudicessecondseries	20251024223357
weinventstuff	20251002181116
individualobjective	20230604003937
navbar	20250921175553
deepattentionsatisfiesanddelivers	20250922202708
politicsbooki	20250923183839
obamas2009inaugraladdress	20251007205514
autonomydrive	20230607235727
sweetspot	20251116195340
browerdavid	20251019195712
howanobelscientistsolveshardproblems	20250922204258
enormousextensionofourbeing	20251009204502
momentweceasetoholdeachother	20251107233153
alexanderchristopher	20251105171018
weusecriticalthinkingtotacklehardproblems	20251024222705
socialobjective	20230604004331
baynescary	20251016182219
listeningsocietyametamodernguidetopoliticsbookone	20251015222353
weforgeidentitiesthatprovidemeaning	20251022231901
lifeofreasonreasonincommonsense	20251016231235
franklvictor	20251023000451
freedomofjudgment	20251007212022
einsteinalbert	20251023213151
millerhenry	20251019194056
eachgroupmustfulfillapurpose	20250930162101
foursentencesthatleadtowisdom	20251119173156
onetestresult	20230214165303
weperformtests	20251002180845
wearefallible	20251119172526
meetingofthepaloaltoresearchcenter	20251014215608
liberalismthelifeofanidea2nded	20251102185800
electricalunitsofmeasurement	20251028225501
willitbuildgoodwillandfriendship	20251014185434
fawcettedmund	20251102185633
shawgeorgebernard	20250918003950
2020lettertoamazonshareholders	20251023231321
samsondavidr	20250928222932
ourattentionisalimitedresource	20250922194042
writtenculturesallowgroupstoexpand	20251019203804
historyisafragmentofbiology	20251119190001
isitfairtoallconcerned	20251014185411
werecognizereligionsashumanconstructs	20251023212003
lifeismorelikesettlingaseriesofvillages	20251023233821
triballevelofdevelopment	20230628195726
complexdomain	20251024235834
themes	20251025181647
progressdependsonretentiveness	20251016231317
allthathappinessis	20251107233153
